Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
4300U,Leukotriene E4 - urine,34.4.0,New code added in January 2017,,True,
4301B,Prostaglandin D2 - serum,34.4.0,New code added in January 2017,,True,
4302U,Prostaglandin D2 - urine,34.4.0,New code added in January 2017,,True,
4303B,Lactose intolerance gene,34.4.0,New code added in January 2017,,True,
4305B,Atazanavir level,34.1.1,,,True,
4311B,Mycophenolate level,34.1.1,,,True,
4320B,Myelin immunoglobulin G antibody,34.3.0,,,True,
4326B,Methanol level,34.1.1,,,True,
4326U,Methanol level,34.1.1,,,True,
4327B,Methionine level,34.1.1,,,True,1584B
4327C,Methionine level,34.1.1,,,True,
4327U,Methionine level,34.1.1,,,True,1584U
4328B,Methotrexate level,34.1.1,,,True,
4328C,Methotrexate level,34.1.1,,,True,
4328U,Methotrexate level,34.1.1,,,True,
4330B,Methylamfetamine level,34.1.1,,,True,
4330H,Methylamfetamine level,34.1.1,,,True,
4330L,Methylamfetamine level,34.1.1,,,True,
4330O,Methylamfetamine level,34.1.1,,,True,
4330U,Methylamfetamine level,34.1.1,,,True,
4331B,Tenamfetamine level,34.1.1,,,True,
4331O,Tenamfetamine level,34.1.1,,,True,
4331U,Tenamfetamine level,34.1.1,,,True,
4333B,Methylmalonate level,34.1.1,,,True,
4333U,Methylmalonate level,34.1.1,,,True,
4334B,Methylphenidate level,34.1.1,,,True,
4334U,Methylphenidate level,34.1.1,,,True,
4341B,Diuretic drug screen,34.1.1,,,True,
4341U,Diuretic drug screen,34.1.1,,,True,
4374B,Glanzmann Thrombasthenia (full sequencing),34.2.0,New code added in February 2017,,True,
4375B,Pentobarbital level,34.1.1,,,True,
4375U,Pentobarbital level,34.1.1,,,True,
4377B,Uniparental disomy 14,34.2.0,New code added in February 2017,,True,
4392B,Valproate level,34.1.1,,,True,
4396U,Vanillylmandelic acid level (VMA)/ catecholamines,34.1.1,Narrative change to Vanillylmandelic acid level (VMA)/ catecholamines from Vanillylmandelic acid level in October 2013,,True,5914U
4406B,Neopterin level,34.1.1,,,True,
4406C,Neopterin level,34.1.1,,,True,
4412B,Trihydroxycoprostanic acid level,34.1.1,,,True,
4418B,Perhexiline level,34.1.1,,,True,
4428B,Peroxisomal immunoglobulin G antibody,34.3.0,,,True,
4432B,Human immunodeficiency virus 2 immunoglobulin G antibody,34.4.0,,,True,
4432C,Human immunodeficiency virus 2 immunoglobulin G antibody,34.4.0,,,True,
4442B,Homocitrulline level,34.1.1,,,True,
4442C,Homocitrulline level,34.1.1,,,True,
4442U,Homocitrulline level,34.1.1,,,True,
4444B,Homocystine level,34.1.1,,,True,1584B
4444C,Homocystine level,34.1.1,,,True,
4444U,Homocystine level,34.1.1,,,True,1584U
4465B,Beta-cortolone level,34.1.1,,,True,
4465U,Beta-cortolone level,34.1.1,,,True,
4471B,Cholic acid level,34.1.1,,,True,
4471U,Cholic acid level,34.1.1,,,True,
4472B,Cytomegalovirus immunoglobulin G/total antibody,34.4.0,,,True,
4473B,Cytomegalovirus DNA deoxyribonucleic acid (DNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4473C,Cytomegalovirus DNA deoxyribonucleic acid (DNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4473O,Cytomegalovirus DNA deoxyribonucleic acid (DNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4473T,Cytomegalovirus DNA deoxyribonucleic acid (DNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4474B,Cytomegalovirus late antigen,34.4.0,,,True,
4474C,Cytomegalovirus late antigen,34.4.0,,,True,
4474O,Cytomegalovirus late antigen,34.4.0,,,True,
4474T,Cytomegalovirus late antigen,34.4.0,,,True,
4474U,Cytomegalovirus late antigen,34.4.0,,,True,
4482B,Hyocholic acid level,34.1.1,,,True,
4482U,Hyocholic acid level,34.1.1,,,True,
4483B,I-cell screen,34.1.1,,,True,
4500B,Antimullerian hormone level,34.1.1,,,True,
4501B,Free androgen index (FAI),34.1.1,,,True,
4502B,Gastrin,34.1.1,,,True,8041B
4508B,Herpes simplex virus type 1 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4508C,Herpes simplex virus type 1 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4508O,Herpes simplex virus type 1 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4508T,Herpes simplex virus type 1 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4512B,Herpes simplex virus type 2 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4512C,Herpes simplex virus type 2 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4512O,Herpes simplex virus type 2 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4512T,Herpes simplex virus type 2 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4520B,Human T cell lymphotropic virus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4520C,Human T cell lymphotropic virus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4520O,Human T cell lymphotropic virus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4520T,Human T cell lymphotropic virus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4550B,West Nile virus immunoglobulin G antibody,34.4.0,,,True,
4550C,West Nile virus immunoglobulin G antibody,34.4.0,,,True,
4551B,West Nile virus immunoglobulin M antibody,34.4.0,,,True,
4551C,West Nile virus immunoglobulin M antibody,34.4.0,,,True,
4563B,Human papilloma virus genotyping by deoxyribonucleic acid (DNA) analysis,34.4.0,,,True,
4563O,Human papilloma virus genotyping by deoxyribonucleic acid (DNA) analysis,34.4.0,,,True,
4563T,Human papilloma virus genotyping by deoxyribonucleic acid (DNA) analysis,34.4.0,,,True,
4565O,Parainfluenza virus type 2 antigen,34.4.0,,,True,
4565T,Parainfluenza virus type 2 antigen,34.4.0,,,True,
4567O,Parainfluenza virus type 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4567T,Parainfluenza virus type 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
4579B,Human immunodeficiency virus 2 ribonucleic acid (RNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4579C,Human immunodeficiency virus 2 ribonucleic acid (RNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4579O,Human immunodeficiency virus 2 ribonucleic acid (RNA) level by nucleic acid amplification test (NAAT),34.4.0,,,True,
4585B,Herpes simplex virus type 1+/- 2 immunoglobulin G antibody,34.4.0,Narrative change from Herpes simplex virus type 1 immunoglobulin G antibody to Herpes simplex virus type 1+/- 2 immunoglobulin G antibody in Feb 14,,True,
4585C,Herpes simplex virus type 1 +/- 2 immunoglobulin G antibody,34.4.0,Narrative change from Herpes simplex virus type 1 immunoglobulin G antibody to Herpes simplex virus type 1 +/- 2 immunoglobulin G antibody in Feb 14,,True,
4594B,Diphenhydramine level,34.1.1,,,True,
4594U,Diphenhydramine level,34.1.1,,,True,
4597B,Dehydroepiandrosterone level,34.1.1,,,True,
4641B,3-methyldopa level,34.1.1,,,True,
4641C,3-methyldopa level,34.1.1,,,True,
4643B,Protein 14-3-3 level,34.1.1,,,True,
4643C,Protein 14-3-3 level,34.1.1,,,True,
4647B,Ursodeoxycholic acid level,34.1.1,,,True,
4648B,Varanic acid level,34.1.1,,,True,
4651C,Varicella zoster virus antigen,34.4.0,,,True,
4651O,Varicella zoster virus antigen,34.4.0,,,True,
4651S,Varicella zoster virus antigen,34.4.0,,,True,
4651T,Varicella zoster virus antigen,34.4.0,,,True,
4652B,Varicella zoster virus IgG antibody,34.4.0,,,True,
4675B,Cortisol binding globulin level,34.1.1,,,True,
4678B,Lysozyme level,34.2.0,,,True,
4678U,Lysozyme level,34.2.0,,,True,
4688B,Propylene glycol level,34.1.1,,,True,
4688U,Propylene glycol level,34.1.1,,,True,
4714B,Bile acids level,34.1.1,,,True,
4714U,Urine bile acids,34.1.1,,,True,
4720B,N-acetylneuraminic acid level,34.1.1,,,True,
4720U,N-acetylneuraminic acid level,34.1.1,,,True,
4723B,Citalopram level,34.1.1,,,True,
4727B,Ibuprofen level,34.1.1,,,True,
4749B,Haemoglobin A2 level,34.2.0,,,True,
4756B,Chloroquine level,34.1.1,,,True,
4762B,Haemoglobin heat stability test,34.2.0,,,True,
4769B,Metachromatic granules screen,34.1.1,,,True,
4769U,Metachromatic granules screen,34.1.1,,,True,
4770B,Mexiletine level,34.1.1,,,True,
4783B,Coagulation factor VIII (F8) binding level,34.2.0,,,True,
4784B,Coagulation factor VIII (F8) inhibitor level,34.2.0,,,True,2556B
4788B,Autohaemolysis screen,34.2.0,,,True,
4807B,Prealbumin level,34.1.1,,,True,
4807U,Prealbumin level,34.1.1,,,True,
4816B,Glucagon like peptide-1 level,34.1.1,,,True,8041B
4851B,Erythropoietin level,34.2.0,,,True,
4852B,Galactose-1-phosphate level,34.1.1,,,True,
4860B,Plasminogen level,34.2.0,,,True,
4863B,Zonisamide level,34.1.1,,,True,
4872B,Free fatty acid level,34.1.1,,,True,
4890B,Lofepramine level,34.1.1,,,True,
4893B,Haemoglobin oxygen affinity test,34.2.0,,,True,
4937B,Osmolality level,34.1.1,,,True,
4937O,Osmolality level,34.1.1,,,True,
4937U,Osmolality level,34.1.1,,,True,
4942O,Succinylacetone level,34.1.1,,,True,
4942U,Succinylacetone level,34.1.1,,,True,
4943U,Sulphocysteine level,34.1.1,,,True,
4969B,Essential fatty acids (EFA) level,34.1.1,,,True,
4984B,Purine screen,34.1.1,,,True,
4984U,Purine screen,34.1.1,,,True,
4998B,T-cell receptor V-beta analysis,34.3.0,,,True,
5000B,Group and Save,34.0.0,New code added in April 2017,,True,
5001B,16s PCR,34.4.0,New code added in April 2017,,True,
5002B,ENAP Profile,34.3.0,New code added in April 2017,,True,
5003B,Galactomannan Ag Elisa,34.4.0,New code added in April 2017,,True,
5004B,One-step nucleic acid amplification (ONSA),34.5.0,New code added in April 2017,,True,
5005B,PD-L1 marker,34.3.0,New code added in May 2017,,True,
5006B,Mycoplasma genus PCR,34.0.0,New code added in May 2017,,True,
5008B,Residual leukaemic testing,34.2.0,New code added in May 2017,,True,
5009B,Mitotane level,34.1.2,New code added in May 2017,,True,
5010T,CMV-CISH,34.5.0,New code added in May 2017,,True,
5011T,CISH or chromogenic in situ hybridization,34.5.0,New code added in May 2017,,True,
5012B,Globin panel,34.1.1,New code added in May 2017,,True,
5013B,Cholestasis Gene Panel,34.1.1,New code added in June 2017,,True,
5014B,FLT3-ITD/D835/NPM1,34.1.1,New code added in June 2017,,True,
5015B,TP53 mutation (marsden),34.1.1,New code added in June 2017,,True,
5016B,SDH B Gene analysis,34.1.1,New code added in June 2017,,True,
5017B,Copeptin,34.1.1,New code added in June 2017,,True,
5018B,Serum Beta-Crosslaps,34.1.1,New code added in June 2017,,True,
5019B,Colindale Organism Id & Sensitivity,34.1.1,New code added in June 2017,,True,
5020B,LYSO-GB3,34.1.1,New code added in June 2017,,True,
5021B,IgHV Mutation (Marsden),34.1.1,New code added in June 2017,,True,
5021O,Respiratory syncytial virus antigen,34.4.0,,,True,
5021T,Respiratory syncytial virus antigen,34.4.0,,,True,
5022B,AML Translocation Panel,34.1.1,New code added in June 2017,,True,
5023B,ALL Translocation Panel (Marsden),34.1.1,New code added in June 2017,,True,
5024B,Adalimumab level,34.1.2,New code added in June 2017,,True,
5025B,Vedolizumab level,34.1.2,New code added in October 2022,,True,
5025T,Mycobacteria genotype ID,34.4.0,New code added in August 2017,,True,
5026B,Hereditary neuropathy with liability to pressure palsies,34.1.1,New code added in August 2017,,True,
5027B,Minimal residual disease,34.3.0,New code added in August 2017,,True,
5028U,Urine pheuma antibody,34.3.0,New code added in August 2017,,True,
5029B,Ferroportin SLC40A1 gene sequencing,34.1.3,New code added in August 2017,,True,
5030B,Thromboelastometry,34.2.0,New code added in August 2017,,True,
5031T,O(6)-Methylguanine-DNA methyltransferase (MGMT) gene,34.1.3,New code added in August 2017,,True,
5032B,18 Gene panel glycogon storage,34.1.3,New code added in August 2017,,True,
5033B,Zinc transport 8,34.1.1,New code added in August 2017,,True,
5034B,RH5,34.0.0,New code added in August 2017,,True,
5035B,Calcium corrected,34.1.1,New code added in August 2017,,True,
5036B,Otoblot-inner ear antigen,34.3.0,New code added in August 2017,,True,
5037B,PROP profile,34.0.0,New code added in August 2017,,True,
5038B,AMA autoantibodies,34.3.0,New code added in August 2017,,True,
5039B,SMA autoantibodies,34.3.0,New code added in August 2017,,True,
5040B,Neurone specific enolase (NSE),34.4.0,New code added in August 2017,,True,
5041F,C. difficile ribotyping,34.1.1,New code added in August 2017,,True,
5042F,C. difficile PCR,34.4.0,New code added in August 2017,,True,
5043F,Faecal multiplex PCR,34.4.0,New code added in August 2017,,True,
5044S,Staphylococcus PVL testing,34.4.0,New code added in August 2017,,True,
5045B,SKAB: skin antibodies,34.3.0,New code added in August 2017,,True,
5046B,Vitamin K1 epoxide level,34.1.1,Code inactivated in May 2021,,False,
5046B,"Measles, mumps and rubella antibodies",34.3.0,New code added in August 2017,,True,
5047B,ANTI-AMPA 1/2 antibodies,34.3.0,New code added in August 2017,,True,
5048B,MPL mutation,34.2.0,New code added in August 2017,,True,
5049B,Serum free light chains,34.2.0,New code added in August 2017,,True,
5050B,"Measles, mumps and rubella antibodies",34.3.0,New code added in May 2021,,True,
5050M,T cell clonality,34.1.1,New code added in August 2017,,True,
5051T,Beta D glucan,34.4.0,New code added in August 2017,,True,
5052M,C-MYC FISH,34.3.0,New code added in August 2017,,True,
5053B,CYP21A2 gene sequencing,34.1.3,New code added in August 2017,,True,
5054B,G6PD gene deficiency gene test,34.1.3,New code added in August 2017,,True,
5055B,Hydrocortisone test,34.1.1,New code added in August 2017,,True,
5056B,Abelson murine leukaemia oncogene testing,34.1.3,New code added in August 2017,,True,
5057B,Blood Spot Free & Acylcarnitine Pro,34.1.0,New code added in December 2023,,True,
5057T,Mismatch repair protein MMR,34.1.1,New code added in August 2017,,True,
5058B,Type 1 Cytokine pathways signalling studies,34.3.0,New code added in September 2017,,True,
5059B,Levatiracetam  levels,34.1.2,New code added in September 2017,,True,
5060B,Neurone specific enolase (NSE),34.3.0,New code added in September 2017,,True,
5061B,BCR-ABL blood test,34.1.1,New code added in September 2017,,True,
5062B,Enhanced liver fibrosis test,34.1.1,New code added in September 2017Code inactivated in July 2022,,False,
5063F,Faecal screen - Norovirus,34.4.0,New code added in September 2017,,True,
5064U,Urinary mast cell markers,34.3.0,New code added in September 2017,,True,
5065F,Faecal screen - Adenovirus,34.4.0,New code added in September 2017,,True,
5066F,Faecal screen - Rotavirus,34.4.0,New code added in September 2017,,True,
5067B,16s RNA PCR testing,34.4.0,New code added in September 2017,,True,
5068O,Culture MDRA screen,34.4.0,New code added in September 2017,,True,
5068S,Staphylococcus PVL testing,34.4.0,New code added in September 2017Code inactivated in September 2017,See 5044S,False,
5069O,Culture VRE screen,34.4.0,New code added in September 2017,,True,
5070B,Autoantibodies against C1q,34.1.1,New code added in September 2017,,True,
5071B,Thromboelastography (TEG),34.1.1,New code added in September 2017,,True,
5072B,"Allergy Dog components
",34.3.0,New code added in November 2017,,True,
5073B,"Allergy Serum Albumins
",34.3.0,New code added in November 2017,,True,
5074B,"Alternaria Allergy Components
",34.3.0,New code added in November 2017,,True,
5075B,"Allergy Aspergillus Components
",34.3.0,New code added in November 2017,,True,
5076U,Urine Immunofixation,34.3.0,New code added in November 2017,,True,
5077B,Pre dermatological  medication profile,34.2.0,New code added in November 2017,,True,
5078B,Polycystic ovarian syndrome (POS) Profile,34.2.0,New code added in November 2017,,True,
5079B,"Profile for alopecia, pruritus or urticaria.",34.2.0,New code added in November 2017,,True,
5080B,Immunoglobulin heavy chain gene test,34.3.0,,,True,
5080B,Profile for pruritus,34.2.0,New code added in November 2017,,True,
5081B,Calreticulin and MPL - Myeloproliferative Leukaemia Protein with G prefix,34.2.0,New code added in November 2017,,True,
5082B,Chlamydia CFT,34.4.0,New code added in November 2017,,True,
5083B,Anti C1Q antibodies,34.3.0,New code added in January 2018,,True,
5084B,Soluble CD25,34.3.0,New code added in January 2018,,True,
5085B,"Umbilical Cord Ph Level
",34.2.0,New code added in January 2018,,True,
5089B,Bartonella PCR,34.0.0,New code added in February 2024,,True,
5103B,Total carnitine level,34.1.1,,,True,
5103D,Total carnitine level,34.1.1,,,True,
5103U,Total carnitine level,34.1.1,,,True,
5110U,Melanogen level,34.1.1,,,True,
5130B,Paroxysmal nocturnal haemoglobinuria glycosyl-PI (GPI) level,34.2.0,,,True,
5157O,Parainfluenza virus type 1/2/3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5157T,Parainfluenza virus type 1/2/3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5166B,Transcobalamin level,34.1.1,,,True,
5213B,BCR-ABL gene RNA transcript level,34.2.0,,,True,
5224B,Mumps virus immunoglobulin G antibody,34.4.0,,,True,
5224C,Mumps virus immunoglobulin G antibody,34.4.0,,,True,
5224L,Mumps virus immunoglobulin G antibody,34.4.0,,,True,
5233B,Homogentisic acid level,34.1.1,,,True,
5233U,Homogentisic acid level,34.1.1,,,True,
5234B,Glycerate level,34.1.1,,,True,
5234U,Glycerate level,34.1.1,,,True,5914U
5236T,Disaccharidase activity,34.1.1,,,True,
5237B,Atenolol level,34.1.1,,,True,
5237U,Atenolol level,34.1.1,,,True,
5238B,Alpha-heavy chain screen,34.1.1,,,True,
5269B,Diquat level,34.1.1,,,True,
5269U,Diquat level,34.1.1,,,True,
5327B,Ribonucleic acid immunoglobulin G antibody,34.3.0,,,True,
5328B,Signal recognition particle immunoglobulin G antibody,34.3.0,,,True,
5340B,Cluster of differentiation 154 count,34.3.0,,,True,
5340M,Cluster of differentiation 154 count,34.3.0,,,True,
5391B,Cryofibrinogen level,34.2.0,,,True,
5394B,Tissue plasminogen activator (TPA) level,34.2.0,,,True,
5395B,Tissue plasminogen activator antigen level,34.2.0,,,True,
5413B,Poliovirus 2 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5413C,Poliovirus 2 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5413F,Poliovirus 2 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5413O,Poliovirus 2 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5413T,Poliovirus 2 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5414B,Poliovirus 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5414C,Poliovirus 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5414F,Poliovirus 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5414O,Poliovirus 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5414T,Poliovirus 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5418B,Thermoactinomyces vulgaris specific immunoglobulin G antibody,34.3.0,,,True,
5419B,Anti-actin antibodies,34.3.0,,,True,
5432B,Procainamide level,34.1.1,,,True,
5467B,Chlorophacinone level,34.1.1,,,True,
5470B,Fibroblast growth factor-23 level,34.1.1,,,True,
5471B,Vascular endothelial growth factor (VEGF),34.1.1,,,True,
5472B,PML/RARA,34.1.1,,,True,
5514B,Acetoacetate level,34.1.1,,,True,
5518B,N-acetyl glucosamine level,34.1.1,,,True,
5518U,N-acetyl glucosamine level,34.1.1,,,True,
5612B,Aquaporin 4 immunoglobulin G antibody,34.3.0,,,True,
5642B,Pneumococcal Antibody Screen,34.4.0,,,True,
5643B,Pneumococcal serotyping,34.4.0,Narrative change from Pneumococcal serotype 1 immunoglobulin G antibody to Pneumococcal serotyping I June 2014 (to combine codes 5643B - 5665B),,True,
5644B,Pneumococcal serotype 2 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5645B,Pneumococcal serotype 3 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5646B,Pneumococcal serotype 4 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5647B,Pneumococcal serotype 5 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5648B,Pneumococcal serotype 6B immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5649B,Pneumococcal serotype 7F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5650B,Pneumococcal serotype 8 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5651B,Pneumococcal serotype 9N immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5652B,Pneumococcal serotype 9V immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5653B,Pneumococcal serotype 10A immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5654B,Pneumococcal serotype 11A immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5655B,Pneumococcal serotype 12F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5656B,Pneumococcal serotype 14 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5657B,Pneumococcal serotype 15B immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5658B,Pneumococcal serotype 17 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5659B,Pneumococcal serotype 17F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5660B,Pneumococcal serotype 18C immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5661B,Pneumococcal serotype 19F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5662B,Pneumococcal serotype 20 immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5663B,Pneumococcal serotype 22F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5664B,Pneumococcal serotype 23F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5665B,Pneumococcal serotype 33F immunoglobulin G antibody,34.4.0,,Use 5643B,False,
5685B,Haemoglobin H level,34.2.0,,,True,
5694B,Platelet aggregation test,34.2.0,,,True,
5695B,A disintegrin and metalloproteinase with thrombospondin motifs type 13 (ADAMTS13) antigen level,34.2.0,,,True,
5698B,Mast cell tryptase level,34.3.0,,,True,
5701B,A disintegrin and metalloproteinase with thrombospondin motifs type 13 (ADAMTS13) protease activity,34.2.0,,,True,
5703B,Coagulation factor VIII (F8) antigen level,34.2.0,,,True,
5704B,Anti-Heparin Platelet Factor 4 antibody screen,34.2.0,,,True,
5711B,Protein S binding protein level,34.2.0,,,True,
5713B,Tissue plasminogen activator inhibitor level,34.2.0,,,True,
5716B,Von Willebrand's Glycoprotein Ib binding level,34.2.0,,,True,
5718B,Insulin like growth factor binding protein 1 level,34.1.1,,,True,
5719B,Insulin like growth factor binding protein 2 level,34.1.1,,,True,
5737B,Valine level,34.1.1,,,True,1584B
5737C,Valine level,34.1.1,,,True,
5737D,Valine level,34.1.1,,,True,
5737U,Valine level,34.1.1,,,True,1584U
5738B,Isoleucine level,34.1.1,,,True,1584B
5738C,Isoleucine level,34.1.1,,,True,
5738D,Isoleucine level,34.1.1,,,True,
5738U,Isoleucine level,34.1.1,,,True,1584U
5744B,Zeta associated protein-70 screen,34.2.0,,,True,
5747B,Immunoglobulin heavy (IGH) locus mutation screen,34.2.0,,,True,
5748B,Desethylamiodarone level,34.1.1,,,True,
5749B,Acetylcarnitine level,34.1.1,,,True,
5749C,Acetylcarnitine level,34.1.1,,,True,
5749D,Acetylcarnitine level,34.1.1,,,True,
5750B,Palmitoylcarnitine level,34.1.1,,,True,
5750C,Palmitoylcarnitine level,34.1.1,,,True,
5750D,Palmitoylcarnitine level,34.1.1,,,True,
5751B,Butyrylcholinesterase activity,34.1.1,,,True,
5764B,Diethylene glycol level,34.1.1,,,True,
5765B,Methadone screen,34.1.1,,,True,
5765U,Methadone screen,34.1.1,,,True,
5766B,Methadone metabolite screen,34.1.1,,,True,
5766U,Methadone metabolite screen,34.1.1,,,True,
5767B,Haemolytic complement alternative pathway (AP100),34.3.0,,,True,
5768B,N-acetylprocainamide level,34.1.1,,,True,
5778B,Tuberculosis lymphocyte activation test,34.4.0,,,True,
5779B,Purine nucleotide phosphorylase level,34.1.1,,,True,
5781B,Insulin like growth factor binding protein 3 level,34.1.1,,,True,
5783U,Porphobilinogen screen,34.1.1,,,True,
5787F,Immunoreactive lipase level,34.1.1,,,True,
5799B,Parainfluenza virus type 1 immunoglobulin G antibody,34.4.0,,,True,
5800O,Parainfluenza virus type 1 antigen,34.4.0,,,True,
5800T,Parainfluenza virus type 1 antigen,34.4.0,,,True,
5801O,Parainfluenza virus type 3 antigen,34.4.0,,,True,
5801T,Parainfluenza virus type 3 antigen,34.4.0,,,True,
5803B,Poliovirus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5803C,Poliovirus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5803F,Poliovirus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5803O,Poliovirus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5803T,Poliovirus 1 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
5804O,Fluorescence In Situ Hybridization (FISH),34.5.0,Code inactivated in July 2020,,False,
5824U,7-aminoclonazepam level,34.1.1,,,True,
5825B,C-terminal telopeptide collagen type 1 level,34.1.1,,,True,
5838B,Cocaine and amfetamine regulated transcript level,34.1.1,,,True,
5897B,Tissue transglutaminase IgM antibodies,34.3.0,"Narrative change from Tissue transglutaminase IgA/IgM antibodies to Tissue transglutaminase IgA/IgG/IgM antibodies in Mar 14
Narrative change from Tissue transglutaminase IgA/IgG/IgM antibodies to Tissue transglutaminase IgM antibodies in July 2014 (new codes to cover IgA & IgG)",,True,
5898B,T-cell proliferative assay (Phytohaemagglutinin stimulation),34.3.0,,,True,
5899B,T-cell proliferative assay (CD3 antibody stimulation),34.3.0,,,True,
5909B,Cytoplasmic terminal deoxynucleotidyl transferase,34.3.0,,,True,
5909M,Cytoplasmic terminal deoxynucleotidyl transferase,34.3.0,,,True,
5910B,Very low density lipoprotein cholesterol level,34.1.1,,,True,
5912B,Red blood cell glucose-6-phosphate dehydrogenase screen,34.1.1,,,True,
5913B,Nitroblue tetrazolium test (NBT),34.3.0,,,True,
5914U,Organic acids screen,34.1.1,,,True,"0053U, 0788U, 0826U, 1036U, 1497U , 2327U, 2546U, 2553U, 3740U, 3881U, 4396U, 5234U"
5918B,Total human chorionic gonadotropin level,34.1.1,,,True,
5918C,Total human chorionic gonadotropin level,34.1.1,,,True,
5918O,Total human chorionic gonadotropin level,34.1.1,,,True,
5924B,Folate level serum,34.1.1,,,True,
5925B,Folate level red blood cells,34.1.1,,,True,
5928B,Adiponectin level,34.1.1,,,True,
5933U,Mevalonic acid level,34.1.1,,,True,
5937B,Pipecolic acid level,34.1.1,,,True,
5937C,Pipecolic acid level,34.1.1,,,True,
5938F,Faecal fat test,34.1.1,,,True,
5940B,Indirect Immunofluorescence for blistering skin conditions,34.3.0,New code added in April 2022Code inactivated in April 2023,,False,
5941B,Hepatitis E RNA,34.4.0,New code added in April 2022,,True,
5942B,Parechovirus PCR,34.3.0,New code added in April 2022,,True,
6001G,Endopredict,34.1.1,New code added in April 2015,Replaces code ?7334T,True,
