Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
M6220,Open biopsy of lesion of prostate,12.5.0,,,FALSE,
M6480,Operation to support outlet of male bladder (including sling procedures) (including cystoscopy),12.3.0,,,TRUE,"M4510, M4514, M5520, M5630, M6620, M6880"
M6530,Endoscopic resection of prostate (TUR) (including cystoscopy),12.5.0,Description changed from Endoscopic resection of prostate (TUR),,TRUE,"A7350, M3410, M3820, M4230, M4320, M4420, M4430, M4480, M4510, M4514, M6100, M6180, M6182, M6192, M6193, M6194, M6532, M6580, M6620, M6712, M6720, M6730, M6750, M6760, M6762, M6770, M7020, M7070, M7071, M7080, M7920, M7940"
M6532,Holmium laser resection of prostate (HoLRP) (including cystoscopy),12.5.0,,,TRUE,"M4510, M4514, M6192, M6530, M6533, M7020, M7920, M7940"
M6533,Holmium Laser Enucleation of Prostatic Adenoma (HoLEP),12.5.0,,,TRUE,"M4430, M6192, M6532, M7940"
M6580,Endoscopic biopsy of prostate (including cystoscopy),12.5.0,,,TRUE,"A7350, BT212, BT213, BT214, BT215, BT222, M4510, M4514, M6182, M6192, M6193, M6194, M6530, M6582, M6583, M6584, M6730, M6750, M6880, M7020, M7030"
M6582,Transperineal template-guided biopsies of the prostate under image guidance,12.5.0,Description changed from Saturation biopsy of the prostateNarrative change from 'Transperineal template-guided biopsies of the prostate' to 'Transperineal template-guided biopsies of the prostate under image guidance' in September 2015,,TRUE,"BT212, BT213, BT214, BT215, BT222, M6580, M6583, M6584, M7020, M7030"
M6583,Transperineal MRI – US fusion targeted prostate biopsy,12.5.0,New code added in June 2015,,TRUE,"BT212, BT213, BT214, BT215, BT222, M6580, M6582, M6584, M7020, M7030"
M6584,Transrectal MRI – US fusion targeted prostate biopsy,12.5.0,New code added in November 2015,,TRUE,"BT212, BT213, BT214, BT215, BT222, M6580, M6582, M6583, M7020, M7030"
M6620,Endoscopic incision of outlet of male bladder (including cystoscopy),12.3.0,,,TRUE,"M3000, M4210, M4230, M4290, M4320, M4420, M4480, M4510, M4514, M6480, M6530, M6760, M6880, M7920, M7940"
M6710,Focal cryotherapy/cryoablation of prostate,12.5.0,New code added in October 2023,,TRUE,
M6711,Total gland cryotherapy/cryoablation/ of prostate,12.5.0,New code added in October 2023,,TRUE,
M6712,Prostatic cryotherapy,12.5.0,Code inactivated in October 2023,,FALSE,"M6530, M7070, M7071"
M6720,Transurethral microwave therapy of the prostate,12.5.0,Narrative change from 'Transurethral microwave therapy' to 'Transurethral microwave therapy of the prostate' in October 2024,,TRUE,"M6530, M7070, M7071"
M6730,Drainage of prostatic abscess,12.5.0,,,TRUE,"H4685, M4510, M4514, M6530, M6580"
M6750,Transurethral needle ablation (TUNA) of the prostate,12.5.0,Narrative change from 'Transurethral needle ablation (TUNA)' to 'Transurethral needle ablation (TUNA) of the prostate' in October 2024,,TRUE,"M6530, M6580"
M6760,Photoselective vaporisation of prostate (GreenLight / Niagara laser PVP) (including cystoscopy),12.5.0,,,TRUE,"M4320, M4510, M4514, M6530, M6620, M7020, M7070, M7071, M7920, M7940"
M6762,Photoselective vaporisation of prostate (KTP laser PVP) (including cystoscopy),12.5.0,,,TRUE,"M4510, M4514, M6530, M7920, M7940"
M6770,High intensity focused ultrasound of prostate (including cystoscopy),12.5.0,Code inactivated in April 2021,,FALSE,"H5400, M4510, M4514, M6530, M7920"
M6771,Focal High Intensity Focused Ultrasound of Prostate (including Cystoscopy),12.5.0,New code added in April 2021,,TRUE,
M6772,Total gland High Intensity Focused Ultrasound of Prostate (including Cystoscopy),12.5.0,New code added in April 2021,,TRUE,
M6780,Prostatic hyperthermia (up to six courses),12.5.0,,,TRUE,"M7070, M7071"
M6880,Insertion of prostatic urethral lift implants (including cystoscopy),12.5.0,Narrative change from Insertion of prostatic urethral lift implants to Insertion of prostatic urethral lift implants (including cystoscopy) in Feb 14,,TRUE,"M4510, M4514, M5250, M6480, M6580, M6620, M7080, M7700, M7920, M7940"
M7020,Transrectal sextant needle biopsy of prostate with ultrasound guidance,12.5.0,"Narrative changed from Prostate, needle biopsy Narrative change to Transrectal sextant needle biopsy of prostate with ultrasound guidance from Prostate needle biopsy with/without transrectal ultrasound guidance",,TRUE,"BT212, BT213, BT214, BT215, BT222, M6530, M6532, M6580, M6582, M6583, M6584, M6760, M7030, XR110"
M7030,Limited/single core transrectal needle biopsy of prostate +/- ultrasound guidance,12.5.0,,,TRUE,"M6580, M6582, M6583, M6584, M7020, XR110"
M7070,Transurethral water vapour ablation for lower urinary tract symptoms caused by benign prostatic hyperplasia,12.5.0,New code added in October 2018,,TRUE,"M6530, M6712, M6720, M6760, M6780, M7071"
M7071,Transurethral water jet ablation for lower urinary tract symptoms caused by benign prostatic hyperplasia,12.5.0,New code added in October 2018,,TRUE,"M4480, M6530, M6712, M6720, M6760, M6780, M7070"
M7072,Transperineal micro invasive laser ablation for lower urinary tract symptoms caused by benign prostatic hyperplasia,12.5.0,New code added in April 2023,,TRUE,
M7080,Insertion of urethral stent for relief of prostatic obstruction (including cystoscopy),12.5.0,,,TRUE,"M4510, M4514, M6530, M6880, M7920"
M7081,"Endoscopic insertion of temporary, ischemic-incising device into prostate",12.5.0,New code added in December 2022,,TRUE,
M7082,"Endoscopic removal of temporary, ischemic-incising device from prostate",12.5.0,New code added in December 2022,,TRUE,
M7180,Irreversible electroporation of prostate cancer,12.5.0,New code added in May 2017,,TRUE,
M7200,Urethrectomy,12.4.0,,,TRUE,"GA522, M4210, M7362, M7920"
M7280,Urethral valve resection,12.4.0,,,TRUE,"GA522, M7362"
M7310,Repair of hypospadias,12.4.0,,,FALSE,
M7312,Repair of penile/perineal hypospadias,12.4.0,"Split into 3 separate codes, previously: M7310 Repair of hypospadias",,TRUE,"GA522, M7362"
M7313,Repair of penile shaft hypospadias,12.4.0,"Split into 3 separate codes, previously: M7310 Repair of hypospadias",,TRUE,"GA522, M7316, M7362"
M7314,Repair of distal hypospadias,12.4.0,"Split into 3 separate codes, previously: M7310 Repair of hypospadias",,TRUE,"GA522, M7362"
M7315,Secondary adjustment of penile skin following hypospadias repair,12.4.0,,,TRUE,
M7316,Complex secondary repair of hypospadias,12.4.0,,,TRUE,"GA522, M7313, M7362"
M7320,Repair of epispadias,12.4.0,,,TRUE,"GA522, M7362"
M7330,Closure of fistula of urethra (including cystoscopy),12.4.0,,,TRUE,"GA522, M4510, M4514, M7332, M7361, M7362"
M7332,Closure of fistula of urethra after hypospadias,12.4.0,,,TRUE,"GA522, M7330, M7362"
M7340,Repair of urethrorectal fistula,12.4.0,,,TRUE,
M7360,"Simple urethroplasty, eg primary repair, anterior urethra (including cystoscopy)",12.4.0,"Description changed from Urethroplasty (simple) Narrative change from Simple urethroplasty, i.e. first attempt, anterior urethra (including cystoscopy) to Simple urethroplasty, eg primary repair, anterior urethra (including cystoscopy) in Jan 14",,TRUE,"GA522, M4510, M4514, M7361, M7362, M7920, P2110, P2120"
M7361,"Complex urethroplasty, eg revision surgery of the anterior urethra, posterior urethra, +/- grafting (including cystoscopy)",12.4.0,"Description changed from Urethroplasty (complex) Narrative change from Complex urethroplasty, i.e. posterior urethral repairs and second (or further) anterior repairs (including cystoscopy) to Complex urethroplasty, eg revision surgery of the anterior urethra, posterior urethra, +/- grafting (including cystoscopy)",,TRUE,"GA522, M4510, M4514, M7330, M7360, M7362, M7500, M7700, M7920, M7940, M8120, P2110, P2120, S2002, S2502, S2503, S3624"
M7362,"Complex urethroplasty, i.e. posterior urethral repairs and second (or further) anterior repairs with grafting (including cystoscopy)",12.4.0,Code inactivated in November 2015,,FALSE,"GA522, M3710, M4510, M4514, M7200, M7280, M7312, M7313, M7314, M7316, M7320, M7330, M7332, M7360, M7361, M7700, M7920, M7940, M8120, M8130, P2110, P2120, S3624, S3625"
M7380,Repair of rupture of urethra (including cystoscopy),12.4.0,,,TRUE,"M4510, M4514"
M7500,Excision of diverticulum of urethra (including cystoscopy),12.4.0,,,TRUE,"M4510, M4514, M7361"
M7580,Excision of prolapse of urethra,12.4.0,cf M5580,,FALSE,
M7590,Insertion of suburethral tape sling (e.g. TOT or TVT) +/- administration of local anaesthetic by operating surgeon (including cystoscopy),12.3.0,"Description changed from Tension-free urethropexy, including administration of local anaesthetic by operating surgeon. Narrative change from Insertion of suburethral tape including administration of local anaesthetic by operating surgeon (including cystoscopy) to Insertion of suburethral tape sling (e.g. TOT or TVT) +/- administration of local anaesthetic by operating surgeon (including cystoscopy) in Aug 14",,TRUE,"AC100, M4510, M4514, M5820, M7920"
M7590,Insertion of suburethral tape sling (e.g. TOT or TVT) +/- administration of local anaesthetic by operating surgeon (including cystoscopy),14.2.0,"Description changed from Tension-free urethropexy, including administration of local anaesthetic by operating surgeon. Narrative change from Insertion of suburethral tape including administration of local anaesthetic by operating surgeon (including cystoscopy) to Insertion of suburethral tape sling (e.g. TOT or TVT) +/- administration of local anaesthetic by operating surgeon (including cystoscopy) in Aug 14",,TRUE,"AC100, M4510, M4514, M5820, M7920"
M7600,Therapeutic endoscopic operations on urethra,12.4.0,cf M5600,,FALSE,
M7620,Removal of foreign body from urethra,12.4.0,,,TRUE,"M7700, XR940"
M7700,Diagnostic endoscopic examination of urethra (as sole procedure) (including cystoscopy),12.4.0,Description changed from Diagnostic endoscopic examination of urethra (in isolation),,TRUE,"GA522, M4320, M4510, M4514, M5580, M6180, M6182, M6192, M6193, M6194, M6880, M7361, M7362, M7620, M7920, M7940, N3210"
M7920,Dilatation of urethra (including cystoscopy),12.4.0,Description changed from Dilatation of urethra,,TRUE,"GA522, M2981, M3010, M3600, M4110, M4210, M4230, M4290, M4320, M4420, M4430, M4480, M4510, M4514, M5100, M5300, M5600, M5820, M6100, M6180, M6182, M6192, M6193, M6194, M6530, M6532, M6620, M6760, M6762, M6770, M6880, M7080, M7200, M7360, M7361, M7362, M7590, M7700, M7940, M8120, M8130, N1580, N2820, N2840, N3020, N3030, N3031, N3210, P2110, P2120"
M7930,Endoscopic dilation of urethra using drug coated balloon (+/- fluoroscopy),12.4.0,New code added in April 2023,,TRUE,
M7940,Internal urethrotomy (including cystoscopy +/- dilation),12.4.0,Narrative change from 'Internal urethrotomy (including cystoscopy)' to 'Internal urethrotomy (including cystoscopy +/- dilatation)' in July 2016Narrative change from 'Internal urethrotomy (including cystoscopy +/- dilatation)' to 'Internal urethrotomy (including cystoscopy +/- dilation)' in February 2017,,TRUE,"GA522, M3600, M4230, M4320, M4420, M4480, M4510, M4514, M5820, M6530, M6532, M6533, M6620, M6760, M6762, M6880, M7361, M7362, M7700, M7920, M8120"
M8120,Meatoplasty,12.6.0,,,TRUE,"GA522, M7361, M7362, M7920, M7940"
M8130,External meatotomy of urethral orifice,12.6.0,,,TRUE,"GA522, M7362, M7920"
N0500,Bilateral excision of testes,12.6.0,,,TRUE,"A7350, GA515 , GA516"
N0630,Laparoscopic orchidectomy,12.6.0,,,TRUE,"A7350, GA515 , GA516, N0680, N0920, N1000, N1320"
N0680,Orchidectomy and excision of spermatic cord (+/- insertion of prosthesis),12.6.0,,,TRUE,"A7350, GA515 , GA516, N0630, N0920, N1000, N1100, N1320, N1340, N1350"
N0700,Excision of lesion of testis,12.6.0,,,TRUE,"N0820, N0920, N1100, N1340, N1350, N1380, N1580"
N0702,Examination of testis under anaesthetic (as sole procedure),12.6.0,,,FALSE,N1340
N0820,Orchiopexy - bilateral,12.6.0,,,TRUE,"A7350, N0700, N0920, N1100, N1350"
N0910,Microvascular transfer of testis to scrotum,12.6.0,,,FALSE,
N0920,Orchiopexy,12.6.0,,,TRUE,"A7350, GA515 , GA516, N0630, N0680, N0700, N0820, N0920, N0930, N1000, N1100, N1320, N1350"
N0930,Abdominal undescended testis,12.6.0,,,FALSE,N0920
N1000,Prosthesis of testis (insertion or removal),12.6.0,,,TRUE,"A7350, GA515 , GA516, N0630, N0680, N0920, N1340, N1350"
N1100,Correction of hydrocele(s) – unilateral,12.6.0,Narrative change from 'Correction of hydrocele' to 'Correction of hydrocele(s) – unilateral' in September 2015,,TRUE,"A7350, GA515 , GA516, N0680, N0700, N0820, N0920, N1101, N1350"
N1101,Correction of hydrocele(s) – bilateral,12.0.0,New code added in September 2015,,TRUE,N1100
N1320,Fixation of testis,12.6.0,,,TRUE,"A7350, GA515 , GA516, N0630, N0680, N0920, N1350"
N1340,Biopsy of testis,12.6.0,,,TRUE,"GA515 , GA516, N0680, N0700, N0702, N1000"
N1350,Exploration of testis (including biopsy),12.6.0,,,TRUE,"A7350, GA515 , GA516, N0680, N0700, N0820, N0920, N1000, N1100, N1320, N1380"
N1352,Laparoscopy for impalpable testis,12.6.0,,,TRUE,A7350
N1380,Bilateral fixation of testes,12.6.0,,,TRUE,"A7350, N0700, N1350"
N1510,Bilateral epididymectomy,12.6.0,,,TRUE,N1580
N1520,Unilateral epididymectomy,12.6.0,,,TRUE,N1580
N1580,Excision of epididymal cyst,12.6.0,,,TRUE,"A7350, M7920, N0700, N1510, N1520, XR920"
N1710,Vasectomy (bilateral ligation of Vas Deferens),12.6.0,New code added in August 2016,,TRUE,
N1750,Vasectomy reversal (vasovasostomy) bilateral,12.6.0,New code added in August 2016. Code number change from N1810 to N1750 in October 2016.,,TRUE,
N1900,Operation(s) on varicocele,12.6.0,,,TRUE,"A7350, N1910"
N1910,Laparoscopic varicocelectomy,12.6.0,,,TRUE,"J0900, N1900"
N1920,Microsurgical varicocelectomy,12.0.0,New code added in June 2023,,TRUE,
N2050,Vasography (include scrotal exploration),12.6.0,Description changed from Vasography,,FALSE,
N2200,Operation(s) on seminal vesicle,12.6.0,,,TRUE,
N2201,Robotic assisted operation(s) on the seminal vesicles,12.6.0,New code added in December 2024,,TRUE,
N2610,Total amputation of penis,12.6.0,,,TRUE,GA518
N2620,Partial amputation of penis,12.6.0,,,TRUE,"N3030, N3031"
N2710,Excision of lesion of penis,12.6.0,,,TRUE,"A7350, N2782, N2820, N3020, N3030, N3031, N3210"
N2740,Extracorporeal shockwave therapy for Peyronies disease,12.6.0,,,TRUE,N2782
N2780,Operation for Peyronie's disease (e.g. Nesbitt’s),12.6.0,Description changed from Operation for Peyronie's disease,,TRUE,"A7350, N2782, N2820, N3030, N3031"
N2781,Lue’s procedure for Peyronie’s disease,12.6.0,,,TRUE,"N2782, N3030, N3031"
N2782,Intralesional injection of pharmacologic agent into penis for Peyronie’s disease (including post injection manipulation),12.6.0,Narrative change from 'Intralesional injection of pharmacologic agent for Peyronie’s disease' to 'Intralesional injection of pharmacologic agent for Peyronie’s disease (including post injection manipulation)' in July 2015Narrative change from 'Intralesional injection of pharmacologic agent for Peyronie’s disease (including post injection manipulation)' to 'Intralesional injection of pharmacologic agent into penis for Peyronie’s disease (including post injection manipulation)' in March 2017,,TRUE,"N2710, N2740, N2780, N2781"
N2783,Correction of Chordee,12.6.0,New code added in October 2023,,TRUE,
N2820,Reconstruction of penis,12.6.0,,,TRUE,"A7350, M7920, N2710, N2780, N3020, N3030, N3031, N3210"
N2840,Repair of avulsion of penis,12.6.0,Description changed from Repair of avulsion on penis,,TRUE,"M7920, N3030, N3031"
N2842,Frenuloplasty of penis,12.6.0,,,TRUE,"A7350, N3010, N3020, N3030, N3031"
N2880,Repair of injury to penis,12.6.0,Description changed from Repair of injury on penis,,TRUE,"N3030, N3031"
N2910,Insertion of inflatable penile implant (as a sole procedure),12.6.0,,,TRUE,
N3010,Preputioplasty,12.6.0,,,TRUE,"A7350, N2842, N3020, N3030, N3031"
N3020,Division of preputial adhesions,12.6.0,,,TRUE,"A7350, M7920, N2710, N2820, N2842, N3010, N3030, N3031"
N3030,Circumcision,12.6.0,,,TRUE,"A7350, M7920, N2620, N2710, N2780, N2781, N2820, N2840, N2842, N2880, N3010, N3020, N3031, N3210"
N3031,Circumcision with Plastibell,12.6.0,,,TRUE,"A7350, M7920, N2620, N2710, N2780, N2781, N2820, N2840, N2842, N2880, N3010, N3020, N3030, N3210"
N3032,Revision of circumcision,12.6.0,New code added in July 2015,,TRUE,
N3210,Biopsy of lesion of penis,12.6.0,,,TRUE,"A7350, M7700, M7920, N2710, N2820, N3030, N3031"
N3240,Intracavernosal injection,12.6.0,New code added in May 2019,,TRUE,
P0310,Excision of Bartholin gland,14.5.0,,,TRUE,P0320
P0320,Marsupialisation of Bartholin cyst,14.5.0,Description changed from Marsupialisation of Bartholin gland,,TRUE,P0310
P0510,Simple vulvectomy,14.5.0,,,TRUE,P0910
P0550,Excision of excess labial tissue,14.5.0,,,TRUE,P0910
P0580,Radical vulvectomy (including block dissection of inguinal gland),14.5.0,,,TRUE,P0910
P0600,Excision of lesion of vulva,14.5.0,,,TRUE,"P0910, S0633, S0643"
P0610,Laser destruction of lesion of vulva,14.5.0,New code added in December 2016,,TRUE,
P0910,Biopsy of lesion of vulva,14.5.0,,,TRUE,"P0510, P0550, P0580, P0600, P1300, P2932"
P1300,Operations on female perineum,14.4.0,,,TRUE,"P0910, P2310, P2930"
P1400,Incision of introitus of vagina,14.4.0,,,TRUE,P2930
P1800,Other obliteration of vagina,14.4.0,,,TRUE,"GA524 , P2930"
P1920,Excision of septum of vagina,14.4.0,,,TRUE,P2930
P2000,Excision of lesion of vagina (e.g. warts and cysts),14.4.0,,,TRUE,"P2930, Q0800"
P2100,Reconstruction of vagina,14.4.0,,,TRUE,"P2110, P2120, P2930"
P2110,"Partial removal of vaginal mesh/tape with reconstruction of vagina and/or urethra, including cystoscopy and/or proctoscopy",14.4.0,"Narrative change from 'Partial removal of vaginal mesh with reconstruction of vagina and/or urethra, including cystoscopy and/or proctoscopy' to 'Partial removal of vaginal mesh/tape with reconstruction of vagina and/or urethra, including cystoscopy and/or proctoscopy' in October 2014",,TRUE,"GA522, H2502, H2510, H6260, H6261, M4510, M4514, M7360, M7361, M7362, M7920, P2100, P2120"
P2120,"Total removal of vaginal mesh/tape with reconstruction of vagina and/or urethra, including cystoscopy and/or proctoscopy",14.4.0,"Narrative change from 'Total removal of vaginal mesh with reconstruction of vagina and/or urethra, including cystoscopy and/or proctoscopy' to 'Total removal of vaginal mesh/tape with reconstruction of vagina and/or urethra, including cystoscopy and/or proctoscopy' in October 2014",,TRUE,"GA522, H2502, H2510, H6260, H6261, M4510, M4514, M7360, M7361, M7362, M7920, P2100, P2110"
P2210,Anterior +/- posterior colporrhaphy and amputation of cervix uteri (including primary repair of enterocele),14.4.0,,,TRUE,"P2310, P2420"
P2230,Posterior colporrhaphy,14.4.0,,,TRUE,"P2310, P2340, P2380, P2390"
P2310,Anterior +/- posterior colporrhaphy (including primary repair of enterocele) (including cystoscopy),14.4.0,,,TRUE,"M4510, M4514, P1300, P2210, P2230, P2340, P2380, Q0800, Q0830, Q0890"
P2340,Repair of enterocele (+/- posterior colporrhaphy),14.4.0,Description changed from Repair of enterocele +/- posterior colporrhaphy (in isolation),,TRUE,"P2230, P2310"
P2380,Anterior (+/- posterior) colporrhaphy with vaginal hysterectomy (including primary repair of enterocele and cystoscopy),14.4.0,,,TRUE,"GA517, M4510, M4514, M5300, P2230, P2310, P2390, Q0750, Q0751, Q0790, Q0792, Q0800, Q0830, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, T4130, T4300, T4302, T4303"
P2390,Anterior (+/- posterior) colporrhaphy with vaginal hysterectomy with laparoscopic assistance (including primary repair of enterocele and cystoscopy),14.4.0,Changed from Anterior (+/- posterior) colporrhaphy with vaginal hysterectomy with laparoscopic assistance (including primary repair of enterocele) to Anterior (+/- posterior) colporrhaphy with vaginal hysterectomy with laparoscopic assistance (including primary repair of enterocele and cystoscopy) in March 2013,,TRUE,"GA517, P2230, P2380, Q0750, Q0751, Q0790, Q0792, Q0800, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q3900, T4130, T4300, T4302, T4303"
P2420,Sacrocolpopexy (including laparoscopic) +/- ureterolysis,14.4.0,Narrative change from 'Sacrocolpopexy (including laparoscopic)' to 'Sacrocolpopexy (including laparoscopic) +/- ureterolysis' in April 2018Code inactivated in August 2023,,FALSE,"M2530, M2580, M2581, M2582, M3000, M4510, M4514, P2210, P2450, P2452, P2453, P2454"
P2430,"Robotic assisted sacrocolpopexy +/- ureterolysis, using mesh",14.4.0,"New code added in August 2023Narrative change from 'Robotic assisted laparoscopic sacrocolpopexy +/- ureterolysis, using mesh' to 'Robotic assisted sacrocolpopexy +/- ureterolysis, using mesh' in February 2024",,TRUE,"M4510, M4514"
P2431,"Robotic assisted sacrocolpopexy +/- ureterolysis, using tissue graft",14.4.0,"New code added in August 2023Narrative change from 'Robotic assisted laparoscopic sacrocolpopexy +/- ureterolysis, using tissue graft' to 'Robotic assisted sacrocolpopexy +/- ureterolysis, using tissue graft.' in February 2024Narrative change from 'Robotic assisted sacrocolpopexy +/- ureterolysis, using tissue graft.' to 'Robotic assisted sacrocolpopexy +/- ureterolysis, using tissue graft' in June 2024",,TRUE,"M4510, M4514"
P2432,"Sacrocolpopexy (including laparoscopic) +/- ureterolysis, using mesh",14.4.0,New code added in August 2023,,TRUE,"M3000, M4510, M4514"
P2433,"Sacrocolpopexy (including laparoscopic) +/- ureterolysis, using tissue graft",14.4.0,New code added in August 2023,,TRUE,"M3000, M4510, M4514"
P2450,Sacrospinous fixation,14.4.0,,,TRUE,"H3500, H3580, P2420"
P2452,Posterior infracoccygeal sacropexy using mesh for vaginal vault prolapse,14.4.0,Narrative change from 'Posterior infracoccygeal sacropexy for vaginal vault prolapse' to 'Posterior infracoccygeal sacropexy using mesh for vaginal vault prolapse' in January 2019Code inactivated in January 2021,,FALSE,"P2420, P2453, P2454"
P2453,Infracoccygeal sacropexy using mesh to repair vaginal vault prolapse +/- ureterolysis,14.2.0,New code added in July 2017,,TRUE,"M2530, M2580, M2581, M2582, M4510, M4514, P2420, P2452, P2454"
P2454,Infracoccygeal sacropexy without mesh to repair vaginal vault prolapse +/- ureterolysis,14.4.0,New code added in October 2019,,TRUE,"M2530, M2580, M2581, M2582, M3000, M4510, M4514, P2420, P2452, P2453"
P2510,Repair of vesicovaginal fistula (including cystoscopy),12.3.0,,,TRUE,"M4510, M4514"
P2510,Repair of vesicovaginal fistula (including cystoscopy),14.4.0,,,TRUE,"M4510, M4514"
P2520,Repair of urethrovaginal fistula (including cystoscopy),14.4.0,,,TRUE,"M4510, M4514"
P2530,Repair of rectovaginal fistula,14.4.0,,,TRUE,
P2540,Repair of ureterovaginal fistula,14.4.0,"We are advised that treatment of this condition can be covered by codes M2920, M2080 and M2100",,FALSE,
P2610,Insertion of a vaginal support pessary,14.4.0,Narrative change from Insertion of pessary into vagina to Insertion of a vaginal support pessary in July 2014,,TRUE,
P2730,"Colposcopy (+/- biopsy, polypectomy or vulvoscopy)",14.3.0,"Narrative change from Colposcopy (+/- biopsy or polypectomy) to ?Colposcopy (+/- biopsy, polypectomy or vulvoscopy) in Sept 2014",,TRUE,"BT341, BT342, Q0220, Q0230, Q0330, Q0340"
P2930,Biopsy of lesion of vagina,14.4.0,,,TRUE,"GA524 , P1300, P1400, P1800, P1920, P2000, P2100, P2932"
P2932,Examination of vagina under anaesthetic (as sole procedure),14.4.0,,,TRUE,"AC100, BT281, BT282, BT341, BT342, P0910, P2930"
P3190,"Laparoscopic excision of recto-vaginal endometriosis including rectal shave, +/-ureterolysis",14.4.0,"Narrative change from Laparoscopic excision of recto-vaginal endometriosis including laparoscopic rectal shave to Laparoscopic excision of recto-vaginal endometriosis including rectal shave, +/-ureterolysis in July 2014",,TRUE,"H3400, M2530, M2580, M2581, M2582, M3000, M4510, M4514, P3191, P3192, P3196, P3197, Q1701, Q1704, Q3800, Q3900"
P3191,"Laparoscopic excision of recto-vaginal endometriosis including disc resection of rectum, +/-ureterolysis",14.4.0,"Narrative change from Laparoscopic excision of recto-vaginal endometriosis including laparoscopic disc resection of rectum to Laparoscopic excision of recto-vaginal endometriosis including disc resection of rectum, +/-ureterolysis in July 2014",,TRUE,"H3400, M2530, M2580, M2581, M2582, M3000, M4510, M4514, P3190, P3192, P3195, P3196, P3197, Q1701, Q1704, Q3800, Q3900"
P3192,"Laparoscopic excision of recto-vaginal endometriosis including bowel resection (including formation of stoma) +/- hysterectomy, +/-ureterolysis",14.4.0,"Narrative change from Laparoscopic excision of recto-vaginal endometriosis including laparoscopic bowel resection (including formation of stoma) +/- hysterectomy to Laparoscopic excision of recto-vaginal endometriosis including bowel resection (including formation of stoma) +/- hysterectomy, +/-ureterolysis in July 2014",,TRUE,"G6080, H0700, H0750, H0760, H0800, H0900, H1581, H1590, H1880, H3332, H3334, H3362, H3363, H3364, H3365, H3400, M2530, M2580, M2581, M2582, M4510, M4514, P3190, P3191, P3192, P3192, P3195, P3196, P3197, Q0740, Q0750, Q0751, Q0790, Q0800, Q0890, Q0920, Q0930, Q1700, Q1701, Q1704, Q1705, Q1800, Q1802, Q3800, Q3900, T4130, T4300, T4302, T4303"
P3195,"Robotic assisted excision of recto-vaginal endometriosis including rectal shave, +/-ureterolysis",14.1.0,"New code added in November 2019Narrative change from 'Robotic assisted laparoscopic excision of recto-vaginal endometriosis including rectal shave, +/-ureterolysis' to 'Robotic assisted excision of recto-vaginal endometriosis including rectal shave, +/-ureterolysis' in April 2024",,TRUE,"H3400, M2530, M2580, M3000, M4514, P3191, P3192, P3195, P3195, P3196, P3197, Q1701, Q1704, Q3800, Q3900, T4300"
P3196,"Robotic assisted excision of recto-vaginal endometriosis including disc resection of rectum, +/-ureterolysis",14.4.0,"New code added in October 2019Narrative change from 'Robotic assisted laparoscopic excision of recto-vaginal endometriosis including disc resection of rectum, +/-ureterolysis' to 'Robotic assisted excision of recto-vaginal endometriosis including disc resection of rectum, +/-ureterolysis' in April 2024",,TRUE,"H3400, M2530, M2580, M2581, M2582, M3000, M4510, M4514, P3190, P3191, P3192, P3195, P3197, Q1701, Q1704, Q3800, Q3900"
P3197,"Robotic assisted excision of recto-vaginal endometriosis including bowel resection (including formation of stoma) +/- hysterectomy, +/-ureterolysis",14.4.0,"New code added in October 2019Narrative change from 'Robotic assisted laparoscopic excision of recto-vaginal endometriosis including bowel resection (including formation of stoma) +/- hysterectomy, +/-ureterolysis' to 'Robotic assisted excision of recto-vaginal endometriosis including bowel resection (including formation of stoma) +/- hysterectomy, +/-ureterolysis' in April 2024",,TRUE,"H3400, M2530, M2580, M2581, M2582, M3000, M4510, M4514, P3190, P3191, P3192, P3195, P3196, Q0791, Q1701, Q1704, Q3800, Q3900"
Q0100,Amputation of cervix uteri,14.3.0,,,TRUE,"GA517, Q0710, Q0711, Q0740, Q0790, Q0791, Q0792, Q0800, Q0830, Q0880, X1420, X1421"
Q0220,Laser destruction of lesion of cervix uteri (+/- colposcopy or polypectomy),14.3.0,,,TRUE,"P2730, Q0230, Q0330, Q0340, Q1700, Q1705, Q1800"
Q0230,"Cauterisation of lesion of cervix uteri (+/- loop diathermy, colposcopy or polypectomy)",14.3.0,,,TRUE,"P2730, Q0220, Q0330, Q0340, Q1700, Q1705"
Q0330,"Cone biopsy of cervix uteri and/or (+/- laser, colposcopy or polypectomy)",14.3.0,,,TRUE,"P2730, Q0220, Q0230, Q0340, Q1700, Q1705"
Q0340,Punch biopsy of cervix uteri,14.3.0,,,TRUE,"P2730, Q0220, Q0230, Q0330, Q1800"
Q0520,Dilatation of cervix uteri,14.3.0,,,FALSE,
